code,name,price,volume
3450,3450.T,0P0001NAGE,0,1160,100
3449,TECHNOFLEX CORP,2598,94300
3448,3448.T,0P0001IBWS,0,3500,90100
3447,SHINWA CO LTD,1029,48400
3445,RS TECHNOLOGIES CO LTD,4130,127600
3451,TOSEI REIT INVESTMENT CORPORATI,143600,1010
3457,&DO HOLDINGS CO LTD,1076,45900
3454,FIRST BROTHERS CO LTD,1186,4600
3455,HEALTHCARE & MEDICAL INV CORP,125600,1100
3452,B-LOT COMPANY LIMITED,1472,108400
3459,SAMTY RESIDENTIAL INVESTMENT CO,113400,708
3446,JTEC CORPORATION,2108,81800
3461,PALMA CO LTD,536,3100
3462,NOMURA REAL ESTATE MASTER FUND ,163000,9517
3463,ICHIGO HOTEL REIT INV CORP,118200,1302
3467,AGRATIO URBAN DESIGN INC,2773,18700
3466,LASALLE LOGIPORT REIT,157000,4463
3465,KI-STAR REAL ESTATE CO LTD,6550,100400
3437,TOKUDEN CO.LTD,2970,1100
3433,TOCALO CO LTD,2710,210000
3468,STAR ASIA INVESTOMENT CORPORATI,58700,5933
3470,MARIMO REGIONAL REVITALIZATION ,107400,527
3469,DUALTAP CO LTD,973,2200
3474,G-FACTORY CO LTD,547,2300
3475,GOOD COM ASSET CO LTD,1408,164800
3476,MIRAI CORPORATION,49550,3266
3477,FORLIFE CO LTD,885,18400
3480,J S B CO LTD,3350,48400
3484,INNOVATION HOLDINGS CO LTD,1281,8500
3483,3483.T,0P0001CB5S,0,1500,82300
3490,AZPLANNING CO LTD,2800,800
3487,CRE LOGISTICS REIT INC,165500,1227
3488,CENTRAL REIT INV CORP,111200,880
3486,GLOBAL LINK MANAGEMENT INC,2245,62600
3491,GA TECHNOLOGIES CO LTD,1545,171200
3479,TKP CORPORATION,1917,88700
3482,LOADSTAR CAPITAL K K,3270,91600
3481,MITSUBISHI ESTATE LOGISTICS REI,128900,3174
3494,MULLION CO LTD,363,7400
3492,MIRARTH REAL ESTATE INVESTMENT ,89400,3808
3495,KORYOJYUHAN CO LTD,2419,400
3489,FAITHNETWORK CO LTD,870,79100
3498,KASUMIGASEKI CAPITAL CO LTD,6440,469200
3537,SHOEI YAKUHIN CO LTD,1562,3200
3521,THERMAE-YU HOLDINGS CO LTD,174,19000
3513,ICHIKAWA CO LTD,3965,6600
3536,AXAS HOLDINGS CO LTD,132,7900
3539,JM HOLDINGS CO LTD,1580,84000
3538,WILLPLUS HOLDINGS CORPORATION,1050,28200
3471,MITSUI FUDOSAN LOGISTICS PARK I,119500,10226
3541,NOUSOUKEN CORPORATION,761,9900
3472,NIPPON HOTEL & RESIDENTIAL INVT,72100,996
3542,VEGA CORP CO LTD,2009,22100
3544,SATUDORA HOLDINGS CO LTD,835,13000
3546,ALLEANZA HOLDINGS CO LTD,1461,104600
3547,UNISIA HOLDINGS CO,1829,44100
3543,KOMEDA HOLDINGS CO LTD,2946,293400
3501,SUMINOE CO LTD,1343,15300
3496,AZOOM CO LTD,4540,38800
3512,NIPPON FELT CO,991,35500
3524,NITTO SEIMO CO,1583,9800
3549,KUSURI NO AOKI HOLDINGS CO LTD,3722,150800
3550,STUDIO ATAO CO LTD,223,14700
3551,DYNIC CORP,1186,18700
3548,BAROQUE JAPAN LTD,741,65500
3562,NO 1 CO LTD,1587,14600
3563,FOOD & LIFE COMPANIES LTD,9525,994800
3558,JADE GROUP INC,1538,88800
3561,CHIKARANOMOTO HOLDINGS CO LTD,1522,52100
3557,UNITED & COLLECTIVE CO LTD,953,7500
3559,P-BAN COM CORP,495,4500
3577,TOKAI SENKO KK,1001,1100
3529,ATSUGI CO LTD,1023,204500
3583,AUBEX CORP,1311,6600
3591,WACOAL HOLDINGS CORP,4091,84900
3566,UNIFORM NEXT CO LTD,685,8000
3565,ASCENTECH K K,1269,107400
3580,KOMATSU MATERE CO LTD,824,34900
3571,SOTOH CO LTD,796,9000
3593,HOGY MEDICAL CO,6650,35300
3569,SEIREN CO LTD,3140,194900
3597,JICHODO CO LTD,9680,5400
3598,YAMAKI CO LTD,171,4500
3600,FUJIX LTD,1759,3400
3611,MATSUOKA CORPORATION,2306,32000
3608,TSI HOLDINGS CO LTD,1061,218500
3612,WORLD CO LTD,1485,492500
3623,BILLING SYSTEM CORPORATION,1093,20200
3622,NETYEAR GROUP CORPORATION,540,2800
3624,AXEL MARK INC,91,3779100
3553,KYOWA LEATHER CLOTH CO,995,88400
3627,TECMIRA HOLDINGS INC,251,83900
3556,RENET JAPAN GROUP INC,1006,86700
3626,TIS INC.,3412,1579400
3628,DATA HORIZON CO.LTD,533,15900
3633,GMO PEPABO INC,1915,9000
3635,KOEI TECMO HOLDINGS CO LTD,1890,2932000
3634,SOCKETS INC,805,452600
3625,TECHFIRM HOLDINGS INC,624,14100
3560,HOBONICHI CO LTD,3465,900
3632,GREE HOLDINGS INC,392,381700
3636,MITSUBISHI RESEARCH INSTITUTE I,4645,50300
3639,VOLTAGE INCORPORATION,241,4100
3646,EKITAN & CO LTD,408,25200
3653,MORPHO INC,681,197800
3660,ISTYLE INC,440,1168200
3649,FINDEX INC,862,70200
3661,M UP HOLDINGS INC,665,723300
3655,BRAINPAD INC.,2693,121200
3641,PAPYLESS CO LTD,1100,10900
3648,AGS CORP,1187,15200
3640,DENSAN CO LTD,3595,23200
3657,POLE TO WIN HOLDINGS INC,309,319100
3659,NEXON CO LTD,3025,1477800
3647,ASULINA CO LTD,150,1380500
3662,ATEAM HOLDINGS CO LTD,943,211100
3607,KURAUDIA HOLDINGS CO LTD,344,5700
3663,CELSYS INC,1334,86900
3656,KLAB INC,391,17602800
3664,MOBCAST HLDGS INC,33,4022800
3652,DIGITAL MEDIA PROFESSIONALS INC,2213,23000
3645,MEDICAL NET INC,294,10700
3667,ENISH INC,56,1007400
3665,ENIGMO INC,388,910000
3676,DIGITAL HEARTS HOLDINGS CO LTD,927,110000
3675,CROSS MARKETING GROUP INC,590,33800
3682,ENCOURAGE TECHNOLOGIES CO LTD,678,1200
3678,MEDIA DO CO LTD,1653,39700
3680,HOTTO LINK INC,209,28200
3681,V-CUBE INC,123,80000
3686,DLE INC,113,272000
3683,CYBERLINKS CO LTD,1046,68200
3671,SOFTMAX CO LTD,322,33800
3668,COLOPL INC,444,191200
3672,ALTPLUSINC,43,270000
3670,KYORITSU COMPUTER & COMMUNICATI,2089,2800
3673,BROADLEAF CO LTD,913,507900
3690,YRGLM INC,580,4700
3687,FIXSTARS CORPORATION,1504,896900
3674,AUCFAN CO LIMITED,335,1400
3691,DIGITAL PLUS INC,1505,24700
3679,ZIGEXN CO LTD,425,250800
3694,OPTIM CORPORATION,418,213000
3696,CERES INC.,1555,116700
3695,GMO PRODUCT PLATFORM INC,1784,1000
3698,CRI MIDDLEWARE CO LTD,951,11200
3708,TOKUSHU TOKAI PAPER CO LTD,1626,55800
3710,JORUDAN CO LTD,600,1300
3712,INFORMATION PLANNING CO,5430,1300
3744,SIOS CORPORATION,439,13700
3726,4CS HD CO LTD,432,22200
3723,NIHON FALCOM CORP,2158,42600
3741,SYSTEMS ENGINEERING CONSULTANTS,3480,113400
3727,APLIX CORPORATION,186,103400
3733,SOFTWARE SERVICE INC,11700,4200
3719,AI STORM CO LTD,238,351900
3750,ADR120S INC,883,4000
3747,INTERTRADE CO LTD,580,52000
3753,FLIGHT SOLUTIONS INC,145,59200
3758,AERIA INC,252,12400
3760,CAVE INTERACTIVE CO LTD,643,16600
3697,SHIFT INC,660,6648400
3692,FFRI SECURITY INC,7490,94400
3766,SYSTEMS DESIGN CO LTD,1248,1300
3763,PRO-SHIP INC,1552,121200
3762,TECHMATRIX CORP,1745,230200
3771,SYSTEM RESEARCH CO LTD,1743,29600
3769,GMO PAYMENT GATEWAY INC,7598,298700
3778,SAKURA INTERNET INC,2788,447900
3765,GUNGHO ONLINE ENTERTAINMENT,2583,192800
3787,TECHNO MATHEMATICAL CO.LTD,675,17500
3772,WEALTH MANAGEMENT INC,1054,23900
3773,ADVANCED MEDIA INC (JAPAN),1000,34400
3777,ENVIRONMENT FRIENDLY HOLDINGS C,62,2277200
3768,RISKMONSTER.COM,559,3100
3779,J ESCOM HOLDINGS,152,25800
3793,DRECOM CO.LTD,407,89700
3788,GMO GLOBALSIGN HOLDINGS K.K.,1879,28400
3796,E-SEIKATSU CO,511,3400
3791,IG PORT INC,1329,81800
3774,INTERNET INITIATIVE JAPAN INC,2383,849600
3776,BROADBAND TOWER INC,231,308300
3800,UNIRITA INC,1963,1500
3798,ULS GROUP INC,512,115900
3802,ECOMIC CO.LTD,483,2000
3799,KEYWARE SOLUTIONS INC,1179,1800
3803,IMAGE INFORMATION INC,648,358400
3804,SYSTEM D INC,1663,3500
3815,MEDIA KOBO INC,470,4300
3823,THE WHY HOW DO COMPANY INC,53,638000
3810,CYBERSTEP HLDGS INC,258,308600
3807,FISCO LTD,111,148900
3816,DAIWA COMPUTER CO LTD,1130,1300
3817,SRA HOLDINGS INC,4785,16800
3826,SYSTEM INTEGRATOR CORP,462,19600
3834,ASAHI NET INC,678,33800
3825,REMIXPOINT INC,243,1159700
3836,AVANT GROUP CORPORATION,1342,100600
3839,ODK SOLUTIONS COMPANY LTD,649,3700
3837,AD-SOL NISSIN CORPORATION,1547,98700
3835,EBASE CO LTD,407,88400
3840,PATH CORPORATION,83,2829000
3841,JEDAT INC.,1143,800
3845,I-FREEK MOBILE INC,232,29100
3843,FREEBIT CO.LTD,1472,137900
3842,NEXTGEN INC.,1027,19000
3844,COMTURE CORPORATION,1471,155900
3851,NIPPON ICHI SOFTWARE INC.,845,9200
3850,NTT DATA INTRAMART CORPORATION,2971,10700
3856,ABALANCE CORPORATION,627,193300
3853,ASTERIA CORPORATION,1275,405700
3864,MITSUBISHI PAPER MILLS,836,184100
3863,NIPPON PAPER INDUSTRIES CO LTD,1267,792400
3878,TOMOEGAWA CORPORATION,867,17100
3861,OJI HOLDINGS CORP,901.3,3214000
3880,DAIO PAPER CORP,1100,238500
3891,NIPPON KODOSHI,3950,64400
3854,I'LL INC,2414,57600
3892,OKAYAMA PAPER INDUSTRIES,1739,1400
3895,HAVIX CORP,439,14000
3865,HOKUETSU CORPORATION,1002,268800
3900,CROWDWORKS INC,726,198400
3896,AWA PAPER MFG CO LTD,399,50200
3877,CHUETSU PULP & PAPER,1913,48600
3901,MARKLINES CO LTD,1557,42600
3904,KAYAK INC,439,13400
3903,GUMI INC,356,1511800
3905,DATASECTION INC,1595,324400
3907,SILICON STUDIO CORP,697,3000
3911,AIMING INC,212,145900
3902,MEDICAL DATA VISION CO LTD,1684,8700
3912,MOBILE FACTORY INC,1205,5600
3848,DATA APPLICATIONS COMPANY LIMIT,998,1700
3916,DIGITAL INFORMATION TECHNOLOGIE,980,63500
3920,INTERNETWORKING & BROADBAND CON,959,600
3915,TERRASKY CO LTD,1638,51100
3913,GREENBEE INC.,1128,52800
3914,JIG-SAW INC,2350,6100
3921,NEO JAPAN INC,1640,39400
3909,SHOWCASE INC,232,10400
3908,COLLABOS CORPORATION,408,24700
3910,MKSYSTEM CORPORATION,290,6700
3922,PR TIMES CORPORATION,2172,49700
3924,R&D COMPUTER CO LTD,911,19300
3858,UBIQUITOUS AI CORPORATION,346,20000
3925,DOUBLE STANDARD INC,1461,35100
3923,RAKUS CO LTD,781.5,2634100
3917,IRIDGE INC,611,31700
3927,FUVA BRAIN LTD,1111,149800
3928,MYNET INC,297,26600
3929,SOCIALWIRE CO LTD,307,5400
3931,VALUE GOLF INC,1672,8400
3930,HATENA CO LTD,963,12600
3933,CHIERU CO LTD,636,8800
3937,UBICOM HOLDINGS INC,953,23700
3934,BENEFIT JAPAN CO LTD,2000,2000
3936,GLOBALWAY INC,132,99600
3939,KANAMIC NETWORK CO LTD,512,82800
3941,RENGO CO,1333,831200
3940,NOMURA SYSTEM CORPORATION CO LT,139,213200
3943,OHISHI SANGYO CO,1437,4900
3945,SUPERBAG CO LTD,2341,20000
3946,TOMOKU CO LTD,3360,22100
3935,EDIA CO LTD,702,17400
3926,OPEN DOOR INC,395,121100
3948,HIKARI BUSINESS FORM CO,1176,800
3918,PCI HOLDINGS INC,1089,41700
3950,THE PACK CORPORATION,1332,128600
3953,OHMURA SHIGYO CO,797,3300
3951,ASAHI PRINTING CO LTD,889,17100
3954,SHOWA PAXXS CORP,3000,1600
3961,SILVER EGG TECHNOLOGY CO LTD,763,3300
3962,CHANGE HOLDINGS INC,955,358300
3963,SYNCHRO FOOD CO LTD,495,74000
3955,IMURA & CO LTD,902,9300
3965,CAPITAL ASSET PLANNING INC,846,1500
3947,DYNAPAC CO LTD,2730,35000
3967,ELTES CO LTD,578,9700
3974,SCAT INC,592,5900
3969,ATLED LTD,1401,4400
3976,SHANON INC,390,10600
3964,AUCNET INC,2512,80300
3958,SASATOKU PRINTING CO LTD,563,6800
3979,ULURU CO LTD,385,6600
3932,AKATSUKI INC,3125,38100
3985,TEMONA INC,204,7900
3944,FURUBAYASHI SHIKO CO,2585,700
3987,ECOMOTT INC,511,10600
3970,INNOVATION INC,931,3500
3989,SHARINGTECHNOLOGY INC,1235,211400
3988,SYS HOLDINGS CO LTD,535,59600
3991,WANTEDLY INC,1111,17400
3992,NEEDS WELL INC,544,108400
3983,ORO CO LTD,1913,183500
3984,USER LOCAL INC,1526,59100
3993,PKSHA TECHNOLOGY INC,3015,240800
3994,MONEY FORWARD INC,3196,561500
3996,SIGNPOST CORPORATION,236,9500
3998,SURALA NET CO LTD,316,12200
4004,RESONAC HOLDINGS CORPORATION,11060,2273500
3986,BBREAK SYSTEM COMPANY LTD,492,7000
4011,HEADWATERS CO LTD,2497,12500
4008,SUMITOMO SEIKA CHEMICALS CO,6570,32600
4012,AXIS CO LTD,1544,13800
4013,KINJIRO CO LTD,724,74400
4016,MIT HOLDINGS CO LTD,922,4400
3997,TRADE WORKS CO LTD,433,272900
4015,PAYCLOUD HOLDINGS INC,465,20300
3968,SEGUE GROUP CO LTD,498,143200
4017,CREEMA LTD,226,3800
4014,KARADANOTE INC,462,37700
4020,BETREND CORPORATION,684,3900
4019,STAMEN CO LTD,612,27800
4021,NISSAN CHEMICAL CORPORATION,6376,501800
4005,SUMITOMO CHEMICAL COMPANY,486.8,16259900
3981,BEAGLEE INC,1278,1300
4023,KUREHA CORPORATION,4460,260000
4027,TAYCA CORP,1720,218100
4022,RASA INDUSTRIES,8570,150500
4026,KONOSHIMA CHEMICAL CO,1934,99400
4028,ISHIHARA SANGYO KAISHA,3135,431300
4031,KATAKURA & CO-OP AGRI CORPORATI,1297,498000
4041,NIPPON SODA CO LTD,3695,188200
4040,NANKAI CHEMICAL COMPANY LIMITED,3340,11000
4042,TOSOH CORP,2374.5,1034300
4044,CENTRAL GLASS CO,4020,66300
4043,TOKUYAMA CORP,3769,848300
4045,TOAGOSEI CO LTD,1734.5,400000
4025,TAKI CHEMICAL CO,4330,177000
4047,KANTO DENKA KOGYO CO,1550,222900
4051,GMO FINANCIAL GATE INC,5390,16500
4052,FICHA INC,320,16400
4054,JAPAN PROPTECH CO LTD,580,17800
4053,SUN INC,394,127600
4057,INTERFACTORY INC,397,400
4056,NEURAL GROUP INC,366,57300
4055,T&S GROUP INC,1559,40500
4058,TOYOKUMO INC,1823,48300
4059,MAGMAG INC,494,5400
4060,RAKUMO INC,1062,12700
4062,IBIDEN CO LTD,8149,6255800
4061,DENKA COMPANY LIMITED,3262,1200400
4063,SHIN-ETSU CHEMICAL CO,6505,9079200
4068,BASIS CORPORATION,1743,300
4064,NIPPON CARBIDE INDUSTRIES CO IN,2858,113900
4073,GLOBAL COMMUNICATION PLANNING C,519,2900
4071,PLUS ALPHA CONSULTING CO LTD,2185,259900
4074,LAKEEL INC,685,41700
4075,BRAINS TECHNOLOGY INC,1530,267300
4076,CNS CO LTD,1698,1000
4078,SAKAI CHEMICAL INDUSTRY CO,3690,98000
4092,NIPPON CHEMICAL INDUSTRIAL CO,3120,148800
4091,NIPPON SANSO HOLDINGS CORPORATI,6233,1810500
4093,TOHO ACETYLENE CO,477,303900
4069,BLUEMEME INC,1056,4200
4094,NIHON KAGAKU SANGYO CO,2595,14400
4097,KOATSU GAS KOGYO CO,1150,237600
4095,NIHON PARKERIZING CO,1488,145100
4099,SHIKOKU KASEI HOLDINGS CORPORAT,5070,99700
4046,OSAKA SODA CO LTD,1964,234300
4100,TODA KOGYO CORP,1361,35900
4082,DAIICHI KIGENSO KAGAKU-KOGYO CO,2708,2410000
4109,STELLA CHEMIFA,4880,39900
4107,ISE CHEMICALS CORP,5950,313400
4112,HODOGAYA CHEMICAL CO,2324,36000
4113,TAOKA CHEMICAL CO,985,58900
4114,NIPPON SHOKUBAI CO,2343,389200
4118,KANEKA CORP,4906,197900
4120,SUGAI CHEMICAL INDUSTRY CO,2312,800
4124,OSAKA YUKA INDUSTRY LTD,2411,600
4125,SANWAYUKA INDUSTRY CORP,3150,26400
4151,KYOWA KIRIN CO LTD,2350.5,1555500
4165,PLAID INC,603,313600
4166,CACCO INC,688,1000
4167,KOKOPELLI INC,283,6700
4072,DENSAN SYSTEM HLDGS CO LTD,2913,55200
4171,GLOBAL INFORMATION INC,1358,2100
4172,HI-CRATES CO LTD,2430,2800
4174,APPIRITS INC,632,26800
4170,KAIZEN PLATFORM INC,162,182400
4169,ENECHANGE LTD,249,129500
4168,YAPPLI INC,703,69800
4116,DAINICHISEIKA COLOR & CHEM MFG ,4570,35100
4119,NIPPON PIGMENT HOLDINGS CO LTD,4935,5600
4088,AIR WATER INC,2134.5,1196100
4177,I-PLUG INC,1650,10000
4178,SHARING INNOVATIONS INC,549,500
4176,COCONALA INC,278,177400
4098,TITAN KOGYO K.K.,1032,11200
4179,G-NEXT INC,290,8700
4180,APPIER GROUP INC,743,1153500
4102,MARUO CALCIUM CO,1440,200
4182,MITSUBISHI GAS CHEMICAL CO INC,4141,950900
4175,COLY INC,1887,10300
4183,MITSUI CHEMICALS INC,1938.5,4677800
4187,OSAKA ORGANIC CHEMICAL INDUSTRY,4010,89500
4188,MITSUBISHI CHEMICAL GROUP CORP,910.2,9929800
4193,FABRICA HOLDINGS CO LTD,2140,6900
4192,SPIDERPLUS & CO,244,220700
4198,TENDA CO LTD,546,4900
4197,ASMARQ CO LTD,2363,700
4202,DAICEL CORPORATION,1386.5,922800
4203,SUMITOMO BAKELITE CO,5338,199100
4199,WONDERPLANET INC,1077,47800
4186,TOKYO OHKA KOGYO CO,8383,1036500
4204,SEKISUI CHEMICAL CO,2738,1567100
4205,ZEON CORPORATION,1852,947500
4189,KH NEOCHEM CO LTD,2813,119500
4194,VISIONAL INC,7479,366000
4208,UBE CORPORATION,2523.5,552100
4212,SEKISUI JUSHI CORP,2319,55400
4196,NEO MARKETING INC,1428,4200
4206,AICA KOGYO CO,3680,196400
4218,NICHIBAN CO LTD,1891,28200
4216,ASAHI YUKIZAI CORPORATION,5720,96100
4221,OKURA INDUSTRIAL CO,4680,41200
4229,GUN EI CHEMICAL INDUSTRY CO,5170,46400
4224,LONSEAL CORP,2014,15600
4228,SEKISUI KASEI CO LTD,450,342500
4222,KODAMA CHEMICAL INDUSTRY CO,1060,395100
4235,ULTRAFABRICS HOLDINGS CO LTD,675,17700
4231,TIGERS POLYMER CORP,1129,22300
4238,MIRAIAL CO.LTD,1171,22800
4234,SUN A. KAKEN CO LTD,773,27600
4240,CLUSTER TECHNOLOGY CO LTD,384,32900
4241,ATECT CORPORATION,738,25800
4243,NIX INC,853,3100
4242,TAKAGI SEIKO CORPORATION,1911,7500
4247,POVAL KOGYO CO LTD,1429,1100
4249,MORIROKU CO LTD,2420,20700
4245,DAIKI AXIS CO LTD,720,13400
4246,DAIKYONISHIKAWA CORPORATION,864,351200
4248,TAKEMOTO YOHKI CO LTD,867,14600
4255,THECOO INC,2036,1200
4237,FUJIPREAM CORP,451,785300
4258,AMIYA CORP,3060,45200
4256,CYND CO LTD,1341,7200
4259,EXAWIZARDS INC,668,1266900
4261,ASIAQUEST CO LTD,3590,5400
4260,HYBRID TECHNOLOGIES CO LTD,274,5300
4263,SUSMED INC,996,115600
4264,SECURE INC,1859,14100
4265,INSTITUTION FOR A GLOBAL SOCIET,340,67700
4251,KEIWA INCORPORATED,1286,58000
4270,BEEX INC,2040,7700
4275,CARLIT CO LTD,2812,239400
4274,HOSOYA PYRO-ENGINEERING CO LTD,1506,97100
4272,NIPPON KAYAKU CO,1806,311300
4284,SOLXYZ CO LTD,450,83700
4286,CL HOLDINGS INC,1023,7800
4220,RIKEN TECHNOS CORPORATION,1735,89500
4287,JUSTPLANNING INC,475,37300
4288,ASGENT INC,558,7100
4290,PRESTIGE INTERNATIONAL INC,683,200100
4293,SEPTENI HOLDINGS,415,181700
4299,HIMACS LTD,1340,13000
4262,NIFTY LIFESTYLE CO LTD,1440,15600
4301,AMUSE INC,2017,37300
4307,NOMURA RESEARCH INSTITUTE,4321,1694300
4317,RAY CORPORATION,659,8600
4310,DREAM INCUBATOR INC,2912,17500
4320,CE HOLDINGS CO LIMITED,1203,32600
4326,INTAGE HOLDINGS INC,1700,22000
4331,TAKE & GIVE NEEDS CO,700,57600
4333,TOHO SYSTEMS SCIENCE CO,1146,22700
4318,QUICK CO LTD,868,90400
4334,YUKE'S CO LTD,406,95700
4337,PIA CORPORATION,3035,31600
4343,AEON FANTASY CO LTD,2443,63600
4308,J-STREAM IMC,382,16400
4341,SEIRYO ELECTRIC CORPORATION,945,1400
4345,CTS CO LTD,925,66600
4344,SOURCENEXT CORPORATION,124,697300
4346,NEXYZ GROUP CORPORATION,754,35700
4347,BROADMEDIA CORPORATION,2167,15100
4323,JAPAN SYSTEM TECHNIQUES CO,1954,40100
4324,DENTSU GROUP INC,2752.5,1269000
4335,IPS HOLDINGS CO LTD,1225,2400
4350,MEDICAL SYSTEM NETWORK CO LTD,518,44100
4356,APPLIED TECHNOLOGY CO LTD,1785,1800
4362,NIPPON FINE CHEMICAL CO,2532,39600
4360,MANAC CHEMICAL PARTNERS CO LTD,1085,22900
4365,MATSUMOTO YUSHI SEIYAKU CO,20630,1000
4366,DAITO CHEMIX CORP,415,44600
4367,KOEI CHEMICAL CO,2250,300
4369,TRI CHEMICAL LABORATORIES INC.,2607,4066600
4370,MOBILUS CORP,383,6200
4371,CORE CONCEPT TECHNOLOGIES INC,1013,30500
4372,YMIRLINK INC,1162,8600
4374,ROBOT PAYMENT INC,2494,12600
4316,BEMAP INC,1116,202600
4376,KUFU COMPANY HOLDINGS INC,157,18400
4377,ONE CAREER INC,1872,121900
4378,CINC CORP,472,3400
4368,FUSO CHEMICAL CO,9240,341100
4379,PHOTOSYNTH INC,505,71000
4380,M MART INC,1235,3900
4382,HEROZ INC,865,129500
4384,RAKSUL INC,1886,85500
4373,SIMPLEX HLDGS INC,834,653400
4385,MERCARI INC,3460,644000
4387,ZUU CO LTD,675,1800
4386,SIG GROUP CO LTD,966,6800
4388,AI INC,402,8200
4375,SAFIE INC,800,166300
4392,FUTURE INNOVATION GROUP INC,316,154400
4351,YAMADA SERVICER SYNTHETIC OFFIC,855,2900
4381,BPLATS INC,574,20300
4394,EXMOTION CO LTD,772,2300
4393,BANK OF INNOVATION INC,5330,27000
4395,ACCRETE INC,1181,54100
4389,PROPERTY DATA BANK INC,852,1600
4361,KAWAGUCHI CHEMICAL INDUSTRY CO,1519,1200
4397,TEAMSPIRIT INC,427,73700
4391,LOGIZARD CO LTD,1057,1900
4398,BROADBAND SECURITY INC,1300,3800
4404,MIYOSHI OIL & FAT CO,2231,99600
4390,IPS INC,3240,54800
4403,NOF CORP,2974.5,798000
4410,HARIMA CHEMICALS GROUP INC,969,56600
4409,TOHO CHEMICAL INDUSTRY CO,785,3300
4406,NEW JAPAN CHEMICAL CO,211,261700
4412,SCIENCE ARTS INC,2056,29700
4401,ADEKA CORPORATION,4043,348700
4413,BAUDROIE INC,2027,98200
4396,SYSTEM SUPPORT HOLDINGS INC,1160,48700
4414,FLECT CO LTD,1137,78400
4417,GLOBAL SECURITY EXPERTS INC,2460,86700
4415,BROAD ENTERPRISE CO LTD,1260,10300
4416,TRUE DATA INC,536,1700
4421,D I SYSTEM CO LTD,942,1500
4422,VALUENEX JAPAN INC,488,257200
4425,KUDAN INC,2037,178400
4424,AMAZIA INC,265,26100
4419,FINATEXT HLDGS LTD,876,343000
4430,TOKAI SOFT CO LTD,1815,11100
4429,RICKSOFT CO LTD,945,700
4427,EDULAB INC,194,18900
4428,SINOPS INC,684,4200
4426,4426.T,0P0001F3JZ,0,163,300
4431,SMAREGI INC,2196,535900
4432,WINGARC1ST INC,2618,128400
4418,JAPAN DATA SCIENCE CONSORTIUM C,852,106500
4420,ESOL CO LTD,541,75300
4434,SERVERWORKS CO LTD,2036,19100
4433,HITO-COMMUNICATIONS HOLDINGS IN,925,40900
4437,GOODDAY HOLDINGS INC,790,14000
4438,WELBY INC,383,1240500
4439,TOUMEI CO LTD,964,27700
4442,VALTES HOLDINGS CO LTD,444,30300
4441,TOBILA SYSTEM INC,1416,32200
4440,WITZ CORPORATION,1525,15900
4444,INFONET INC,907,1000
4436,MINKABU THE INFONOID INC,429,31900
4447,PBSYSTEMS INC,475,3600
4445,LIVING TECHNOLOGIE INC,3715,1800
4448,KUBELL CO LTD,282,93300
4461,DKS CO. LTD.,9050,237500
4452,KAO CORP,6166,1246400
4450,POWER SOLUTIONS LTD,2130,800
4463,NICCA CHEMICAL CO,1721,11400
4462,ISHIHARA CHEMICAL CO LTD,2461,20900
4464,SOFT99 CORPORATION,3865,500
4471,SANYO CHEMICAL INDUSTRIES,5260,40000
4475,HENNGE K K,986,247700
4443,SANSAN INC,1136,1519200
4446,LINK-U GROUP INC,1100,211700
4465,NIITAKA CO LTD,2333,14000
4477,BASE INC,296,747800
4476,AI CROSS INC,978,32400
4479,MAKUAKE INC,1248,48400
4480,MEDLEY INC,1833,321100
4482,WILLS INC,724,12500
4487,SPACE MARKET INC,295,8200
4492,GENETEC CORPORATION,498,17600
4481,BASE CO LTD,3255,61500
4483,JMDC INC,3285,741900
4486,UNITE AND GROW INC,647,7000
4491,COMPUTER MANAGEMENT CO LTD,2978,2900
4495,I CUBED SYSTEMS INC,2271,13800
4484,LANCERS INC,308,35800
4498,CYBERTRUST JAPAN CO LTD,1233,43000
4496,COMMERCE ONE HOLDINGS INC,775,1200
4449,GIFTEE INC,1117,383000
4502,TAKEDA PHARMACEUTICAL CO LTD,5737,5565800
4503,ASTELLAS PHARMA,2347.5,3624600
4490,VISASQ INC,516,18600
4494,VARIO SECURE INC,728,2400
4488,AI INSIDE INC,2295,15500
4499,SPEEE INC,2794,140700
4506,SUMITOMO PHARMA CO LTD,1792,7308700
4512,WAKAMOTO PHARMACEUTICAL CO,338,92000
4516,NIPPON SHINYAKU CO,5235,377900
4478,FREEE K K,2042,464000
4519,CHUGAI PHARMACEUTICAL CO,9117,1801300
4521,KAKEN PHARMACEUTICAL,4205,93100
4523,EISAI CO LTD,4742,925800
4528,ONO PHARMACEUTICAL CO,2340,1513900
4527,ROHTO PHARMACEUTICAL CO,2373,814900
4538,FUSO PHARMACEUTICAL INDUSTRIES,2434,27900
4526,RIKEN VITAMIN CO,2860,91200
4539,NIPPON CHEMIPHAR CO,1726,3100
4540,TSUMURA & CO,3820,213200
4493,CYBER SECURITY CLOUD INC,1768,209500
4543,TERUMO CORP,2074.5,5083700
4531,YUKI GOSEI KOGYO CO,434,111800
4534,MOCHIDA PHARMACEUTICAL CO,3545,17400
4530,HISAMITSU PHARMACEUTICAL CO INC,6037,249900
4548,SEIKAGAKU CORP,737,89100
4549,EIKEN CHEMICAL CO,2880,109700
4552,JCR PHARMACEUTICAL CO,600,555500
4553,TOWA PHARMACEUTICAL CO,4065,92700
4556,KAINOS LABORATORIES,2281,10200
